index,label
0,1
1,0
2,1
3,0
4,1
5,1
6,0
7,0
8,0
9,1
10,0
11,1
12,0
13,1
14,0
15,0
16,0
17,1
18,1
19,0
20,0
21,0
22,0
23,1
24,1
25,1
26,0
27,1
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,1
37,1
38,1
39,0
40,0
41,1
42,1
43,1
44,0
45,0
46,0
47,0
48,1
49,0
50,1
51,1
52,1
53,1
54,0
55,1
56,0
57,0
58,0
59,1
60,0
61,0
62,0
63,1
64,0
65,1
66,1
67,0
68,1
69,1
70,1
71,1
72,1
73,0
74,1
75,0
76,1
77,0
78,0
79,1
80,0
81,1
82,0
83,0
84,0
85,0
86,1
87,1
88,0
89,1
90,0
91,1
92,1
93,1
94,1
95,1
96,0
97,0
98,1
99,0
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,0
111,0
112,1
113,0
114,0
115,0
116,0
117,1
118,0
119,0
120,0
121,1
122,0
123,0
124,0
125,0
126,1
127,0
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,1
150,0
151,0
152,1
153,0
154,1
155,0
156,1
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,1
168,0
169,0
170,0
171,1
172,1
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,1
185,0
186,0
187,1
188,0
189,0
190,1
191,1
192,0
193,1
194,0
195,1
196,0
197,0
198,0
199,1
200,1
201,1
202,1
203,0
204,0
205,1
206,1
207,0
208,1
209,1
210,1
211,0
212,0
213,1
214,0
215,0
216,0
217,1
218,1
219,1
220,0
221,0
222,1
223,0
224,0
225,0
226,1
227,0
228,1
229,0
230,1
231,1
232,0
233,0
234,0
235,1
236,1
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,1
247,1
248,0
249,0
250,0
251,1
252,1
253,1
254,1
255,0
256,1
257,1
258,1
259,1
260,0
261,0
262,1
263,0
264,1
265,1
266,0
267,0
268,0
269,1
270,1
271,1
272,1
273,0
274,1
275,0
276,0
277,1
278,0
279,0
280,0
281,1
282,1
283,0
284,0
285,0
286,1
287,0
288,0
289,0
290,0
291,1
292,0
293,1
294,1
295,0
296,0
297,0
298,0
299,1
300,0
301,0
302,0
303,1
304,0
305,0
306,1
307,1
308,0
309,1
310,0
311,0
312,1
313,1
314,1
315,0
316,0
317,0
318,0
319,0
320,0
321,1
322,0
323,0
324,1
325,1
326,0
327,0
328,0
329,1
330,0
331,0
332,0
333,1
334,0
335,0
336,0
337,0
338,1
339,1
340,1
341,0
342,0
343,0
344,1
345,1
346,0
347,0
348,1
349,1
350,0
351,1
352,1
353,1
354,0
355,0
356,0
357,0
358,0
359,0
360,1
361,0
362,0
363,0
364,1
365,0
366,0
367,0
368,0
369,0
370,0
371,1
372,1
373,1
374,0
375,0
376,0
377,0
378,1
379,1
380,1
381,0
382,1
383,0
384,0
385,1
386,0
387,0
388,0
389,0
390,0
391,1
392,1
393,0
394,0
395,1
396,1
397,0
398,0
399,0
400,0
401,1
402,1
403,1
404,1
405,1
406,0
407,1
408,0
409,0
410,1
411,1
412,0
413,0
414,1
415,1
416,0
417,1
418,0
419,1
420,0
421,0
422,0
423,1
424,0
425,1
426,1
427,1
428,1
429,1
430,1
431,0
432,0
433,0
434,0
435,1
436,0
437,1
438,1
439,1
440,1
441,1
442,1
443,0
444,0
445,0
446,0
447,1
448,0
449,0
450,0
451,0
452,0
453,0
454,1
455,1
456,0
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,0
465,1
466,0
467,1
468,1
469,1
470,1
471,1
472,0
473,0
474,1
475,1
476,1
477,0
478,0
479,0
480,0
481,0
482,1
483,1
484,0
485,0
486,0
487,0
488,1
489,1
490,1
491,1
492,1
493,1
494,0
495,1
496,1
497,0
498,0
499,1
500,1
501,0
502,0
503,1
504,1
505,1
506,1
507,0
508,0
509,0
510,1
511,1
512,1
513,0
514,0
515,0
516,1
517,0
518,1
519,1
520,0
521,0
522,0
523,0
524,0
525,1
526,0
527,1
528,1
529,1
530,1
531,0
532,1
533,0
534,1
535,0
536,0
537,0
538,0
539,0
540,0
541,1
542,1
543,1
544,0
545,0
546,0
547,0
548,0
549,1
550,0
551,0
552,0
553,1
554,0
555,0
556,0
557,0
558,0
559,0
560,1
561,1
562,1
563,0
564,1
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,1
573,1
574,1
575,1
576,0
577,0
578,0
579,1
580,0
581,0
582,0
583,1
584,1
585,1
586,0
587,0
588,1
589,1
590,1
591,1
592,1
593,0
594,1
595,0
596,0
597,1
598,1
599,1
600,1
601,1
602,0
603,1
604,0
605,0
606,0
607,0
608,0
609,1
610,1
611,0
612,1
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,1
623,1
624,1
625,1
626,0
627,0
628,0
629,0
630,1
631,0
632,1
633,0
634,0
635,0
636,1
637,0
638,0
639,1
640,1
641,1
642,1
643,0
644,1
645,0
646,0
647,1
648,0
649,0
650,0
651,0
652,0
653,1
654,1
655,1
656,1
657,0
658,1
659,1
660,1
661,1
662,1
663,0
664,0
665,1
666,1
667,0
668,1
669,0
670,0
671,1
672,0
673,0
674,1
675,0
676,0
677,1
678,1
679,1
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,1
688,0
689,0
690,0
691,0
692,1
693,0
694,1
695,1
696,1
697,0
698,0
699,1
700,1
701,0
702,0
703,0
704,0
705,1
706,0
707,1
708,1
709,1
710,1
711,1
712,0
713,0
714,1
715,1
716,1
717,0
718,1
719,1
720,0
721,0
722,1
723,1
724,1
725,1
726,0
727,1
728,1
729,1
730,0
731,0
732,1
733,1
734,0
735,1
736,1
737,0
738,0
739,1
740,0
741,0
742,1
743,1
744,1
745,0
746,1
747,1
748,1
749,0
750,1
751,0
752,0
753,0
754,0
755,1
756,1
757,1
758,0
759,0
760,0
761,1
762,0
763,0
764,0
765,1
766,0
767,0
768,1
769,1
770,0
771,0
772,1
773,1
774,0
775,0
776,0
777,0
778,0
779,0
780,1
781,1
782,0
783,0
784,0
785,0
786,0
787,1
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,1
798,0
799,1
800,0
801,0
802,0
803,1
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,1
812,1
813,0
814,0
815,0
816,0
817,0
818,1
819,1
820,0
821,1
822,0
823,0
824,0
825,1
826,1
827,0
828,1
829,1
830,0
831,0
832,1
833,1
834,0
835,0
836,0
837,0
838,0
839,1
840,0
841,1
842,1
843,1
844,0
845,1
846,0
847,1
848,0
849,0
850,0
851,1
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,1
861,0
862,1
863,1
864,0
865,1
866,0
867,1
868,0
869,1
870,0
871,1
872,1
873,1
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,1
882,0
883,1
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,1
898,0
899,0
900,0
901,0
902,1
903,1
904,0
905,1
906,0
907,0
908,0
909,1
910,0
911,1
912,1
913,1
914,1
915,1
916,1
917,0
918,1
919,0
920,1
921,1
922,1
923,1
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,1
944,1
945,0
946,1
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,1
961,0
962,0
963,0
964,0
965,0
966,1
967,0
968,0
969,1
970,1
971,1
972,1
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,0
983,1
984,1
985,1
986,0
987,1
988,1
989,0
990,0
991,0
992,0
993,0
994,0
995,1
996,0
997,1
998,0
999,1
1000,1
1001,0
1002,1
1003,0
1004,0
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,1
1012,1
1013,0
1014,0
1015,0
1016,0
1017,1
1018,0
1019,0
1020,0
1021,0
1022,0
1023,1
1024,0
1025,0
1026,0
1027,0
1028,0
1029,1
1030,1
1031,0
1032,0
1033,1
1034,0
1035,1
1036,0
1037,0
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,1
1045,1
1046,0
1047,0
1048,1
1049,0
1050,0
1051,0
1052,1
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,1
1063,0
1064,0
1065,1
1066,1
1067,0
1068,0
1069,0
1070,0
1071,1
1072,1
1073,0
1074,1
1075,0
1076,0
1077,0
1078,1
1079,0
1080,1
1081,1
1082,1
1083,0
1084,1
1085,1
1086,0
1087,1
1088,1
1089,1
1090,1
1091,1
1092,0
1093,1
1094,0
1095,0
1096,1
1097,0
1098,1
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,1
1110,0
1111,0
1112,0
1113,1
1114,1
1115,0
1116,0
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,1
1125,1
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,1
1137,1
1138,0
1139,0
1140,0
1141,0
1142,1
1143,0
1144,0
1145,1
1146,0
1147,1
1148,1
1149,0
1150,0
1151,0
1152,1
1153,1
1154,1
1155,0
1156,1
1157,0
1158,1
1159,0
1160,1
1161,0
1162,1
1163,1
1164,1
1165,1
1166,1
1167,0
1168,0
1169,0
1170,1
1171,1
1172,1
1173,1
1174,1
1175,0
1176,0
1177,1
1178,1
1179,0
1180,0
1181,0
1182,0
1183,0
1184,1
1185,1
1186,1
1187,1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,1
1200,0
1201,0
1202,1
1203,1
1204,1
1205,0
1206,1
1207,0
1208,0
1209,0
1210,1
1211,0
1212,0
1213,1
1214,1
1215,0
1216,1
1217,1
1218,1
1219,0
1220,0
1221,0
1222,0
1223,1
1224,1
1225,0
1226,0
1227,0
1228,1
1229,0
1230,0
